software_page_url
"https://helmholtz.software/metadata/codemeta/v3/beluga/"
"https://helmholtz.software/metadata/codemeta/v3/awi-pangaea-ai-hub/"
"https://helmholtz.software/metadata/codemeta/v3/gfzrnx/"
"https://helmholtz.software/metadata/codemeta/v3/helda/"
"https://helmholtz.software/metadata/codemeta/v3/hybridmt/"
"https://helmholtz.software/metadata/codemeta/v3/mapman/"
"https://helmholtz.software/metadata/codemeta/v3/metrics-reloaded/"
"https://helmholtz.software/metadata/codemeta/v3/odv/"
"https://helmholtz.software/metadata/codemeta/v3/pecon/"
"https://helmholtz.software/metadata/codemeta/v3/spex/"
"https://helmholtz.software/metadata/codemeta/v3/xcascade/"
